time,X,Y,Z,x,y,z,w,Vx,Vy,Vz,Wx,Wy,Wz,fx,fy,fz,tx,ty,tz
2024-01-09 16:26:26.239832,0.8103863611341784,-0.17942718388919013,0.38615711253704205,0.9486319422721863,0.004769424350503605,0.31625708204649106,0.007492024678173605,0.00037393348882387907,-0.0003010995152176653,0.00023732519607458765,-0.00019204793478622918,-0.0012410975474779287,-0.0015770897040897035,8.830310831184773,1.96793763609309,-4.725117862628847,-1.1251419915493996,-1.1508153810087192,-1.5181431311835223
2024-01-09 16:26:26.252760,0.8103878028978129,-0.17942812397521402,0.38615787122212925,0.9486310482025146,0.004768837625207293,0.3162596986674542,0.007494736302808597,0.00037393348882387907,-0.0003010995152176653,0.00023732519607458765,-0.00019204793478622918,-0.0012410975474779287,-0.0015770897040897035,8.81596739272961,1.995370780118493,-4.608659112741865,-1.1110678216308212,-1.1584128735545773,-1.5271737997071375
2024-01-09 16:26:26.265029,0.8103880202778737,-0.17942764749126788,0.3861570001953105,0.9486313462257385,0.0047681684692698215,0.3162589205893218,0.00749364875688311,0.00037393348882387907,-0.0003010995152176653,0.00023732519607458765,-0.00019204793478622918,-0.0012410975474779287,-0.0015770897040897035,8.809347373451523,1.9732967134274517,-4.615477945313542,-1.109641596719526,-1.1525506368484382,-1.5204720333810382
2024-01-09 16:26:26.277525,0.8103881568137169,-0.17942796698552455,0.3861574306352119,0.9486311674118042,0.004768163070678429,0.316259385863174,0.007494578067541371,0.00037393348882387907,-0.0003010995152176653,0.00023732519607458765,-0.00019204793478622918,-0.0012410975474779287,-0.0015770897040897035,8.837927748881345,1.9701279861307703,-4.645958729409679,-1.1160661327892727,-1.1589098160967095,-1.5234611657397963
2024-01-09 16:26:26.289946,0.8103880867767707,-0.17942788436691973,0.3861574690643086,0.9486311674118042,0.004768505735141605,0.3162593726154718,0.007494648131339255,0.00037393348882387907,-0.0003010995152176653,0.00023732519607458765,-0.00019204793478622918,-0.0012410975474779287,-0.0015770897040897035,8.837927748881345,1.9701279861307703,-4.645958729409679,-1.1160661327892727,-1.1589098160967095,-1.5234611657397963
2024-01-09 16:26:26.302436,0.8103866558343289,-0.1794278098526211,0.3861569601890911,0.9486317038536072,0.004771443830090056,0.31625777002866734,0.007495164352109986,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.814813769450272,1.9572867821703448,-4.652310763725056,-1.116872913731562,-1.1504726318866578,-1.5198346987497646
2024-01-09 16:26:26.314916,0.8103866558343289,-0.1794278098526211,0.3861569601890911,0.9486317038536072,0.004771443830090056,0.31625777002866734,0.007495164352109986,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.859037455414668,2.0065338867844114,-4.598536446533616,-1.106459916189801,-1.1669286113395525,-1.5270640228252794
2024-01-09 16:26:26.327377,0.8103888086780558,-0.1794293582952099,0.3861574607510599,0.9486306309700012,0.004768055946534239,0.3162608708058931,0.007497281624709368,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.923533431509833,2.0762041124038615,-4.599349829631081,-1.0938541451482637,-1.1769894061464086,-1.5354837883134405
2024-01-09 16:26:26.339655,0.810388980324852,-0.17942899479775098,0.386157284103813,0.9486308097839355,0.004766724484728149,0.3162604180960809,0.007495444683538001,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.896033904364394,2.049962398382813,-4.611604227376086,-1.0941311316974964,-1.1682194443200304,-1.532542279042822
2024-01-09 16:26:26.352152,0.810388980324852,-0.17942899479775098,0.386157284103813,0.9486308097839355,0.004766724484728149,0.3162604180960809,0.007495444683538001,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.896033904364394,2.049962398382813,-4.611604227376086,-1.0941311316974964,-1.1682194443200304,-1.532542279042822
2024-01-09 16:26:26.364599,0.810388980324852,-0.17942899479775098,0.386157284103813,0.9486308097839355,0.004766724484728149,0.3162604180960809,0.007495444683538001,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.896033904364394,2.049962398382813,-4.611604227376086,-1.0941311316974964,-1.1682194443200304,-1.532542279042822
2024-01-09 16:26:26.376990,0.810388980324852,-0.17942899479775098,0.386157284103813,0.9486308097839355,0.004766724484728149,0.3162604180960809,0.007495444683538001,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.896033904364394,2.049962398382813,-4.611604227376086,-1.0941311316974964,-1.1682194443200304,-1.532542279042822
2024-01-09 16:26:26.389368,0.8103891096233102,-0.17943051224402293,0.3861586577588507,0.9486307501792908,0.004764699080805542,0.31626072647319564,0.007496608071242123,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.893941531553901,2.0771352424733625,-4.570460705851958,-1.1027571373915048,-1.1806484633358598,-1.5313354259536605
2024-01-09 16:26:26.401771,0.8103891096233102,-0.17943051224402293,0.3861586577588507,0.9486307501792908,0.004764699080805542,0.31626072647319564,0.007496608071242123,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.893941531553901,2.0771352424733625,-4.570460705851958,-1.1027571373915048,-1.1806484633358598,-1.5313354259536605
2024-01-09 16:26:26.414385,0.8103891096233102,-0.17943051224402293,0.3861586577588507,0.9486307501792908,0.004764699080805542,0.31626072647319564,0.007496608071242123,-9.539616278401533e-05,4.967619908017676e-06,-3.3925014497615535e-05,-0.0001896699572365558,0.00022793025671730005,0.0003479119911759929,8.893941531553901,2.0771352424733625,-4.570460705851958,-1.1027571373915048,-1.1806484633358598,-1.5313354259536605
