time,X,Y,Z,x,y,z,w,Vx,Vy,Vz,Wx,Wy,Wz,fx,fy,fz,tx,ty,tz
2024-01-09 17:13:33.135122,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.147385,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.159604,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.172005,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.184126,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.196477,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.208841,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.221152,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,7.009053574929923,1.8366805779465503,-4.75534018156204,-0.482627788671696,-0.34730173397121133,-1.5630420411223382
2024-01-09 17:13:33.233733,0.8040538853623684,-0.18053380662067195,0.39649442352643544,0.9486821889877319,0.002649498760510877,0.3162145319757717,0.0018508811726388223,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,5.186361485851671,1.2541236404940141,-5.537099007176656,-0.7557358474355974,0.01898297312982879,-1.300481548130954
2024-01-09 17:13:33.246067,0.8041280070543891,-0.18060150177794987,0.3966935962580859,0.9486150741577148,0.002642231216624227,0.31641517866168883,0.001969836432033032,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,5.186361485851671,1.2541236404940141,-5.537099007176656,-0.7557358474355974,0.01898297312982879,-1.300481548130954
2024-01-09 17:13:33.258399,0.8041526205526442,-0.1806586787583987,0.3967525155575773,0.948594331741333,0.0026236962045976205,0.31647706754267185,0.0020407305158627125,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,5.20414540247123,1.0344227426759474,-5.229785409269827,-0.7376453645334071,-0.007909791835052922,-1.3002398402007969
2024-01-09 17:13:33.270627,0.8041526205526442,-0.1806586787583987,0.3967525155575773,0.948594331741333,0.0026236962045976205,0.31647706754267185,0.0020407305158627125,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,5.373219056636172,0.7539933936671233,-5.362691770702117,-0.8091631522625222,-0.04917917496509191,-1.2948954702519735
2024-01-09 17:13:33.282887,0.8041526205526442,-0.1806586787583987,0.3967525155575773,0.948594331741333,0.0026236962045976205,0.31647706754267185,0.0020407305158627125,3.6450307534201846e-06,3.356506525384838e-05,1.8899653554190018e-05,0.00016072189270794146,-4.9209656150229456e-05,4.7222066593189265e-05,5.373219056636172,0.7539933936671233,-5.362691770702117,-0.8091631522625222,-0.04917917496509191,-1.2948954702519735
