timestamp,X,Y,Z,v
1677963754052,14.377285962436869,0.2098152974109015,1027,395
1677963754086,17.251933707832816,0.6179013099064928,1027,402
1677963754119,13.018889185050517,1.1714476131745346,1018,404
1677963754153,10.777796486305894,2.154297330238282,1007,401
1677963754186,13.090846553657702,2.9886393373634057,1000,394
1677963754220,14.26388508651778,-2.707013153020946,1000,386
1677963754254,12.771935233437215,-2.241478138849623,1005,382
1677963754287,11.005684187184928,-1.5651643462928988,1013,381
1677963754321,9.947299929534045,-0.7813836936286993,1020,385
1677963754354,12.061984729414402,-0.0004567774034273689,1025,392
1677963754388,17.052132481572507,0.48796167183296246,1028,400
1677963754421,15.032875419600229,0.9237767513318068,1022,404
1677963754455,11.163992399734513,1.7452755514996992,1011,403
1677963754488,11.644576368774276,2.791447233230266,1002,396
1677963754522,14.258379745538964,-2.9292106265077984,999,389
1677963754556,14.168253579637888,-2.4527918698576108,1002,383
1677963754589,11.68885009996522,-1.914422700657044,1009,381
1677963754623,9.47163456260623,-1.0069558885027239,1018,384
1677963754656,11.46300861561733,-0.2652930139606361,1024,389
1677963754690,14.92261079966207,0.34127920744043466,1027,397
1677963754723,16.320853638563573,0.7391321411144599,1025,403
1677963754757,12.170438561784811,1.4005495448834493,1015,404
1677963754791,10.579933921505518,2.419296654375291,1005,399
1677963754824,13.938017617895165,-3.1411973576325187,999,392
1677963754858,14.712900361421976,-2.6453242476369505,1000,385
1677963754891,13.009892998522716,-2.1332786819342298,1006,381
1677963754925,10.061711190769422,-1.4650523652520622,1014,382
1677963754958,9.48950495351384,-0.5556298191944656,1021,387
1677963754992,13.099787146019912,0.07598963967330061,1026,393
1677963755026,16.692520359226904,0.5690518658539709,1027,401
1677963755059,13.91903047977563,1.0386758841341295,1020,404
1677963755093,9.818799874960554,1.9834798761104222,1009,401
1677963755126,12.307851605776452,2.895826845519371,1001,395
1677963755160,14.502151986920504,-2.861753510615163,999,388
1677963755193,14.102283351387365,-2.3528102914950946,1003,382
1677963755227,11.174844542263425,-1.7451043727606999,1011,381
1677963755261,10.041704448434327,-0.922686323583034,1019,384
1677963755294,12.103821499690616,-0.08316958352432356,1025,391
1677963755328,16.211022815868013,0.3787707882019967,1028,398
1677963755361,16.316717723412342,0.8258206035931085,1024,404
1677963755395,11.045661009092054,1.4745027281833973,1014,403
1677963755428,11.605950507514324,2.598832476557479,1003,398
1677963755462,14.081561478907414,-2.9986857638075834,999,390
1677963755496,14.373740754272228,-2.550879093228293,1001,384
1677963755529,12.062555687635522,-1.9925568735181727,1008,381
1677963755563,10.463554174884953,-1.2738168861224413,1016,382
1677963755596,10.829940852253758,-0.3788531347178747,1023,388
1677963755630,14.618321803884932,0.27677240911505513,1027,396
1677963755663,17.84987947790437,0.6635811485795062,1027,403
1677963755697,12.663629364067651,1.2442647404820837,1017,404
1677963755730,10.585270400033501,2.2855622536037092,1006,400
1677963755764,12.976181363373367,3.0648777511908416,1000,393
1677963755798,15.176773399482364,-2.7347583816947707,999,386
1677963755831,12.771935233437215,-2.241478138849623,1005,382
1677963755865,11.045411603281405,-1.6558223753741255,1012,381
1677963755898,9.270261949069264,-0.7047261484676419,1020,386
1677963755932,12.061984729414402,-0.0004567774034273689,1025,392
1677963755965,17.052132481572507,0.48796167183296246,1028,400
1677963755999,15.032875419600229,0.9237767513318068,1022,404
1677963756033,10.180655459501443,1.7623278627947705,1011,402
1677963756066,11.644576368774276,2.791447233230266,1002,396
1677963756100,14.258379745538964,-2.9292106265077984,999,389
1677963756133,14.168253579637888,-2.4527918698576108,1002,383
1677963756167,11.68885009996522,-1.914422700657044,1009,381
1677963756200,10.330676675383055,-1.058711915028255,1018,383
1677963756234,11.46300861561733,-0.2652930139606361,1024,389
1677963756268,14.92261079966207,0.34127920744043466,1027,397
1677963756301,16.320853638563573,0.7391321411144599,1025,403
1677963756335,12.170438561784811,1.4005495448834493,1015,404
1677963756368,10.579933921505518,2.419296654375291,1005,399
1677963756402,13.938017617895165,-3.1411973576325187,999,392
1677963756435,14.712900361421976,-2.6453242476369505,1000,385
1677963756469,13.009892998522716,-2.1332786819342298,1006,381
1677963756503,10.215772072075781,-1.3675569008472035,1015,382
1677963756536,10.352520041270752,-0.5046560492138312,1022,387
1677963756570,13.213379733712413,0.15152390782820263,1026,394
1677963756603,16.692520359226904,0.5690518658539709,1027,401
1677963756637,13.91903047977563,1.0386758841341295,1020,404
1677963756670,10.26084129310928,2.0728749893964085,1008,401
1677963756704,13.280031784889113,2.914148549038789,1000,395
1677963756737,14.809572294144383,-2.7968106629770126,999,387
1677963756771,13.41634684498601,-2.2999026826795754,1004,382
1677963756805,11.174844542263425,-1.7451043727606999,1011,381
1677963756838,10.041704448434327,-0.922686323583034,1019,384
1677963756872,12.103821499690616,-0.08316958352432356,1025,391
1677963756905,16.606813103447838,0.4347481315045344,1028,399
1677963756939,15.656031116581545,0.8727913031816618,1023,404
1677963756973,10.994665078374496,1.5651587017314064,1013,403
1677963757007,11.122459551134298,2.675895867129375,1003,397
1677963757040,14.081561478907414,-2.9986857638075834,999,390
1677963757074,14.373740754272228,-2.550879093228293,1001,384
1677963757108,12.062555687635522,-1.9925568735181727,1008,381
1677963757142,10.463554174884953,-1.2738168861224413,1016,382
1677963757175,9.907757158972258,-0.4161916686010393,1022,388
1677963757209,14.377285962436869,0.2098152974109015,1027,395
1677963757243,17.073202114236295,0.6996655150596274,1026,403
1677963757276,12.663629364067651,1.2442647404820837,1017,404
1677963757310,10.585270400033501,2.2855622536037092,1006,400
1677963757344,12.976181363373367,3.0648777511908416,1000,393
1677963757378,15.176773399482364,-2.7347583816947707,999,386
1677963757411,13.569574381345257,-2.1956596215636046,1005,381
1677963757445,11.005684187184928,-1.5651643462928988,1013,381
1677963757479,9.947299929534045,-0.7813836936286993,1020,385
1677963757513,13.061984633078355,-0.00042180741988599957,1026,392
1677963757546,16.17563770696387,0.5169492208976936,1027,400
1677963757580,14.452106297667198,0.9790136725230153,1021,404
1677963757614,10.417378683859374,1.8567059954545189,1010,402
1677963757648,12.58857386148516,2.8187002706869224,1001,396
1677963757681,14.258379745538964,-2.9292106265077984,999,389
1677963757715,14.168253579637888,-2.4527918698576108,1002,383
1677963757749,11.68885009996522,-1.914422700657044,1009,381
1677963757783,10.330676675383055,-1.058711915028255,1018,383
1677963757817,11.46300861561733,-0.2652930139606361,1024,389
1677963757850,14.92261079966207,0.34127920744043466,1027,397
1677963757884,16.320853638563573,0.7391321411144599,1025,403
1677963757918,12.170438561784811,1.4005495448834493,1015,404
1677963757951,11.34949491569005,2.477579733924353,1004,399
1677963757985,13.974238956039882,-3.0695758993366615,999,391
1677963758018,14.712900361421976,-2.6453242476369505,1000,385
1677963758052,13.009892998522716,-2.1332786819342298,1006,381
1677963758086,11.056629295142404,-1.4745985482933375,1014,381
1677963758119,9.48950495351384,-0.5556298191944656,1021,387
1677963758153,14.202724067214387,0.14089583427242625,1027,394
1677963758186,16.692520359226904,0.5690518658539709,1027,401
1677963758220,13.91903047977563,1.0386758841341295,1020,404
1677963758254,11.14781793709558,2.0296918027003623,1008,402
1677963758287,13.280031784889113,2.914148549038789,1000,395
1677963758321,14.809572294144383,-2.7968106629770126,999,387
1677963758354,14.102283351387365,-2.3528102914950946,1003,382
1677963758388,11.174844542263425,-1.7451043727606999,1011,381
1677963758422,10.041704448434327,-0.922686323583034,1019,384
1677963758455,12.103821499690616,-0.08316958352432356,1025,391
1677963758489,15.705485491085524,0.46156885454291185,1027,399
1677963758522,15.656031116581545,0.8727913031816618,1023,404
1677963758556,11.034432166789498,1.6559071824256597,1012,403
1677963758590,12.472935510164524,2.6402540957946146,1002,398
1677963758623,14.081561478907414,-2.9986857638075834,999,390
1677963758657,14.373740754272228,-2.550879093228293,1001,384
1677963758690,12.062555687635522,-1.9925568735181727,1008,381
1677963758724,9.8792162456925,-1.14706510195059,1017,383
1677963758758,10.829940852253758,-0.3788531347178747,1023,388
1677963758791,14.618321803884932,0.27677240911505513,1027,396
1677963758825,16.447043798728977,0.653132301773406,1026,402
1677963758858,12.663629364067651,1.2442647404820837,1017,404
1677963758892,11.266054433548444,2.3526499385978097,1005,400
1677963758925,13.973450391117057,3.0703624425055045,999,393
1677963758959,15.176773399482364,-2.7347583816947707,999,386
1677963758993,13.569574381345257,-2.1956596215636046,1005,381
1677963759026,11.005684187184928,-1.5651643462928988,1013,381
1677963759060,10.052946013309247,-0.6402401316425239,1021,386
1677963759093,13.099787146019912,0.07598963967330061,1026,393
1677963759127,16.17563770696387,0.5169492208976936,1027,400
1677963759161,14.452106297667198,0.9790136725230153,1021,404
1677963759194,11.380279406024313,1.8319210867721534,1010,403
1677963759228,12.58857386148516,2.8187002706869224,1001,396
1677963759261,15.465718389702868,-2.8796133816922787,998,388
1677963759295,14.168253579637888,-2.4527918698576108,1002,383
1677963759329,11.390925493637722,-1.8316713424235633,1010,381
1677963759362,10.855728787762356,-0.9783244399417238,1019,383
1677963759396,12.227571884070827,-0.16475977414151916,1025,390
1677963759429,15.286376084423818,0.40296322823403957,1027,398
1677963759463,15.596355232850561,0.7823381592095555,1024,403
1677963759497,12.041412203061148,1.482487329535159,1014,404
1677963759530,12.152656824708144,2.5283132108698188,1003,399
1677963759564,14.971819777780981,-3.0743819147058113,998,391
1677963759597,15.214481796264948,-2.587494094773629,1000,384
1677963759631,13.009892998522716,-2.1332786819342298,1006,381
1677963759665,10.215772072075781,-1.3675569008472035,1015,382
1677963759698,10.352520041270752,-0.5046560492138312,1022,387
1677963759732,14.377285962436869,0.2098152974109015,1027,395
1677963759765,17.251933707832816,0.6179013099064928,1027,402
1677963759799,13.018889185050517,1.1714476131745346,1018,404
1677963759833,10.777796486305894,2.154297330238282,1007,401
1677963759866,14.079996326322776,2.9994604057856664,999,394
1677963759900,14.809572294144383,-2.7968106629770126,999,387
1677963759933,13.41634684498601,-2.2999026826795754,1004,382
1677963759967,11.174844542263425,-1.7451043727606999,1011,381
1677963760001,9.947299929534045,-0.7813836936286993,1020,385
1677963760034,12.103821499690616,-0.08316958352432356,1025,391
1677963760068,16.606813103447838,0.4347481315045344,1028,399
1677963760101,15.032875419600229,0.9237767513318068,1022,404
1677963760135,11.034432166789498,1.6559071824256597,1012,403
1677963760169,12.024356096043968,2.7132492133032384,1002,397
1677963760202,14.258379745538964,-2.9292106265077984,999,389
1677963760236,14.953776865888194,-2.4953097826928556,1001,383
1677963760269,12.062555687635522,-1.9925568735181727,1008,381
1677963760303,9.8792162456925,-1.14706510195059,1017,383
1677963760337,10.829940852253758,-0.3788531347178747,1023,388
1677963760370,14.618321803884932,0.27677240911505513,1027,396
1677963760404,16.320853638563573,0.7391321411144599,1025,403
1677963760437,12.379157553255698,1.3208521127917585,1016,404
1677963760471,11.266054433548444,2.3526499385978097,1005,400
1677963760505,13.938017617895165,-3.1411973576325187,999,392
1677963760538,15.59953429122107,-2.675852171321812,999,385
1677963760572,13.569574381345257,-2.1956596215636046,1005,381
1677963760605,11.005684187184928,-1.5651643462928988,1013,381
1677963760639,10.052946013309247,-0.6402401316425239,1021,386
1677963760673,13.099787146019912,0.07598963967330061,1026,393
1677963760706,16.692520359226904,0.5690518658539709,1027,401
1677963760740,13.91903047977563,1.0386758841341295,1020,404
1677963760773,10.74233734811837,1.946135837176726,1009,402
1677963760807,13.540613904986678,2.842136419496684,1000,396
1677963760841,15.465718389702868,-2.8796133816922787,998,388
1677963760874,14.823981542779537,-2.400689929599973,1002,382
1677963760908,11.390925493637722,-1.8316713424235633,1010,381
1677963760941,9.47163456260623,-1.0069558885027239,1018,384
1677963760975,11.242310582703654,-0.17934940681905673,1024,390
1677963761009,16.211022815868013,0.3787707882019967,1028,398
1677963761042,15.596355232850561,0.7823381592095555,1024,403
1677963761076,12.041412203061148,1.482487329535159,1014,404
1677963761109,12.152656824708144,2.5283132108698188,1003,399
1677963761143,13.974238956039882,-3.0695758993366615,999,391
1677963761177,15.214481796264948,-2.587494094773629,1000,384
1677963761210,12.505250208418833,-2.065580683422017,1007,381
1677963761244,10.215772072075781,-1.3675569008472035,1015,382
1677963761277,10.352520041270752,-0.5046560492138312,1022,387
1677963761311,14.377285962436869,0.2098152974109015,1027,395
1677963761345,16.447043798728977,0.653132301773406,1026,402
1677963761378,13.018889185050517,1.1714476131745346,1018,404
1677963761412,10.777796486305894,2.154297330238282,1007,401
1677963761445,13.090846553657702,2.9886393373634057,1000,394
1677963761479,14.809572294144383,-2.7968106629770126,999,387
1677963761513,13.41634684498601,-2.2999026826795754,1004,382
1677963761546,11.045411603281405,-1.6558223753741255,1012,381
1677963761580,9.947299929534045,-0.7813836936286993,1020,385
1677963761613,12.103821499690616,-0.08316958352432356,1025,391
1677963761647,16.606813103447838,0.4347481315045344,1028,399
1677963761681,15.032875419600229,0.9237767513318068,1022,404
1677963761714,11.163992399734513,1.7452755514996992,1011,403
1677963761748,12.94067898459431,2.745352307007388,1001,397
1677963761781,15.237369393233429,-2.9430447550012944,998,389
1677963761815,14.953776865888194,-2.4953097826928556,1001,383
1677963761849,12.062555687635522,-1.9925568735181727,1008,381
1677963761882,9.8792162456925,-1.14706510195059,1017,383
1677963761916,11.46300861561733,-0.2652930139606361,1024,389
1677963761949,14.618321803884932,0.27677240911505513,1027,396
1677963761983,15.664650739009806,0.6919349240123249,1025,402
1677963762017,12.379157553255698,1.3208521127917585,1016,404
1677963762050,11.266054433548444,2.3526499385978097,1005,400
1677963762084,13.938017617895165,-3.1411973576325187,999,392
1677963762117,15.59953429122107,-2.675852171321812,999,385
1677963762151,13.569574381345257,-2.1956596215636046,1005,381
1677963762185,11.005684187184928,-1.5651643462928988,1013,381
1677963762218,10.052946013309247,-0.6402401316425239,1021,386
1677963762252,13.099787146019912,0.07598963967330061,1026,393
1677963762285,16.692520359226904,0.5690518658539709,1027,401
1677963762319,13.91903047977563,1.0386758841341295,1020,404
1677963762353,10.74233734811837,1.946135837176726,1009,402
1677963762386,13.280031784889113,2.914148549038789,1000,395
1677963762420,14.502151986920504,-2.861753510615163,999,388
1677963762453,14.102283351387365,-2.3528102914950946,1003,382
1677963762487,12.359781668191083,-1.8108016547060648,1010,380
1677963762520,10.041704448434327,-0.922686323583034,1019,384
1677963762554,12.227571884070827,-0.16475977414151916,1025,390
1677963762588,15.286376084423818,0.40296322823403957,1027,398
1677963762621,14.903768973220036,0.8296552400959937,1023,403
1677963762655,11.994650511869075,1.5656287108744205,1013,404
1677963762688,11.605950507514324,2.598832476557479,1003,398
1677963762722,14.971819777780981,-3.0743819147058113,998,391
1677963762756,15.214481796264948,-2.587494094773629,1000,384
1677963762789,12.505250208418833,-2.065580683422017,1007,381
1677963762823,10.215772072075781,-1.3675569008472035,1015,382
1677963762856,9.907757158972258,-0.4161916686010393,1022,388
1677963762890,13.400835224102092,0.22535818218362125,1026,395
1677963762924,16.447043798728977,0.653132301773406,1026,402
1677963762957,12.663629364067651,1.2442647404820837,1017,404
1677963762991,11.35944233481903,2.2278301157745815,1006,401
1677963763024,13.973450391117057,3.0703624425055045,999,393
1677963763058,15.176773399482364,-2.7347583816947707,999,386
1677963763092,13.41634684498601,-2.2999026826795754,1004,382
1677963763125,11.045411603281405,-1.6558223753741255,1012,381
1677963763159,9.947299929534045,-0.7813836936286993,1020,385
1677963763192,13.061984633078355,-0.00042180741988599957,1026,392
1677963763226,16.17563770696387,0.5169492208976936,1027,400
1677963763260,14.452106297667198,0.9790136725230153,1021,404
1677963763293,10.417378683859374,1.8567059954545189,1010,402
1677963763327,12.58857386148516,2.8187002706869224,1001,396
1677963763360,15.237369393233429,-2.9430447550012944,998,389
1677963763394,14.168253579637888,-2.4527918698576108,1002,383
1677963763428,12.63488171465026,-1.8877549710983255,1009,380
1677963763461,10.330676675383055,-1.058711915028255,1018,383
1677963763495,11.46300861561733,-0.2652930139606361,1024,389
1677963763528,14.92261079966207,0.34127920744043466,1027,397
1677963763562,15.596355232850561,0.7823381592095555,1024,403
1677963763596,12.170438561784811,1.4005495448834493,1015,404
1677963763629,11.34949491569005,2.477579733924353,1004,399
1677963763663,13.938017617895165,-3.1411973576325187,999,392
1677963763696,14.712900361421976,-2.6453242476369505,1000,385
1677963763730,13.009892998522716,-2.1332786819342298,1006,381
1677963763764,11.056629295142404,-1.4745985482933375,1014,381
1677963763797,10.052946013309247,-0.6402401316425239,1021,386
1677963763831,13.213379733712413,0.15152390782820263,1026,394
1677963763864,15.859264453342591,0.6030343557205581,1026,401
1677963763898,13.439324482829269,1.1028401777408074,1019,404
1677963763932,10.26084129310928,2.0728749893964085,1008,401
1677963763965,13.280031784889113,2.914148549038789,1000,395
1677963763999,14.809572294144383,-2.7968106629770126,999,387
1677963764032,14.102283351387365,-2.3528102914950946,1003,382
1677963764066,12.359781668191083,-1.8108016547060648,1010,380
1677963764100,10.041704448434327,-0.922686323583034,1019,384
1677963764133,12.103821499690616,-0.08316958352432356,1025,391
1677963764167,15.286376084423818,0.40296322823403957,1027,398
1677963764200,15.656031116581545,0.8727913031816618,1023,404
1677963764234,11.034432166789498,1.6559071824256597,1012,403
1677963764268,12.472935510164524,2.6402540957946146,1002,398
1677963764301,15.07204056331127,-3.00813525332661,998,390
1677963764335,15.214481796264948,-2.587494094773629,1000,384
1677963764368,12.062555687635522,-1.9925568735181727,1008,381
1677963764402,10.463554174884953,-1.2738168861224413,1016,382
1677963764436,11.2382666878421,-0.4616195477602555,1023,387
1677963764469,14.377285962436869,0.2098152974109015,1027,395
1677963764503,15.664650739009806,0.6919349240123249,1025,402
1677963764536,12.663629364067651,1.2442647404820837,1017,404
1677963764570,10.585270400033501,2.2855622536037092,1006,400
1677963764604,13.973450391117057,3.0703624425055045,999,393
1677963764637,15.176773399482364,-2.7347583816947707,999,386
1677963764671,14.17777775071653,-2.2528961019824667,1004,381
1677963764704,11.045411603281405,-1.6558223753741255,1012,381
1677963764738,9.947299929534045,-0.7813836936286993,1020,385
1677963764772,12.061984729414402,-0.0004567774034273689,1025,392
1677963764805,16.17563770696387,0.5169492208976936,1027,400
1677963764839,14.452106297667198,0.9790136725230153,1021,404
1677963764873,11.380279406024313,1.8319210867721534,1010,403
1677963764906,12.58857386148516,2.8187002706869224,1001,396
1677963764940,15.237369393233429,-2.9430447550012944,998,389
1677963764973,14.168253579637888,-2.4527918698576108,1002,383
1677963765007,11.68885009996522,-1.914422700657044,1009,381
1677963765040,10.330676675383055,-1.058711915028255,1018,383
1677963765074,11.46300861561733,-0.2652930139606361,1024,389
1677963765108,14.92261079966207,0.34127920744043466,1027,397
1677963765141,15.596355232850561,0.7823381592095555,1024,403
1677963765175,12.170438561784811,1.4005495448834493,1015,404
1677963765208,11.34949491569005,2.477579733924353,1004,399
1677963765242,13.974238956039882,-3.0695758993366615,999,391
1677963765276,15.59953429122107,-2.675852171321812,999,385
1677963765309,13.009892998522716,-2.1332786819342298,1006,381
1677963765343,11.056629295142404,-1.4745985482933375,1014,381
1677963765376,10.052946013309247,-0.6402401316425239,1021,386
1677963765410,13.213379733712413,0.15152390782820263,1026,394
1677963765444,15.859264453342591,0.6030343557205581,1026,401
1677963765477,13.439324482829269,1.1028401777408074,1019,404
1677963765511,11.14781793709558,2.0296918027003623,1008,402
1677963765544,13.090846553657702,2.9886393373634057,1000,394
1677963765578,14.809572294144383,-2.7968106629770126,999,387
1677963765612,14.102283351387365,-2.3528102914950946,1003,382
1677963765645,11.174844542263425,-1.7451043727606999,1011,381
1677963765679,10.041704448434327,-0.922686323583034,1019,384
1677963765712,12.103821499690616,-0.08316958352432356,1025,391
1677963765746,15.286376084423818,0.40296322823403957,1027,398
1677963765780,15.656031116581545,0.8727913031816618,1023,404
1677963765813,11.034432166789498,1.6559071824256597,1012,403
1677963765847,12.472935510164524,2.6402540957946146,1002,398
1677963765880,15.07204056331127,-3.00813525332661,998,390
1677963765914,15.214481796264948,-2.587494094773629,1000,384
1677963765948,12.505250208418833,-2.065580683422017,1007,381
1677963765981,10.463554174884953,-1.2738168861224413,1016,382
1677963766015,10.829940852253758,-0.3788531347178747,1023,388
1677963766048,13.659112907498377,0.2967788730803949,1026,396
1677963766082,15.664650739009806,0.6919349240123249,1025,402
1677963766116,12.663629364067651,1.2442647404820837,1017,404
1677963766149,10.585270400033501,2.2855622536037092,1006,400
1677963766183,13.973450391117057,3.0703624425055045,999,393
1677963766216,15.176773399482364,-2.7347583816947707,999,386
1677963766250,14.17777775071653,-2.2528961019824667,1004,381
1677963766284,11.045411603281405,-1.6558223753741255,1012,381
1677963766317,9.947299929534045,-0.7813836936286993,1020,385
1677963766351,13.061984633078355,-0.00042180741988599957,1026,392
1677963766384,16.17563770696387,0.5169492208976936,1027,400
1677963766418,14.452106297667198,0.9790136725230153,1021,404
1677963766452,10.417378683859374,1.8567059954545189,1010,402
1677963766485,12.58857386148516,2.8187002706869224,1001,396
1677963766519,15.465718389702868,-2.8796133816922787,998,388
1677963766552,14.168253579637888,-2.4527918698576108,1002,383
1677963766586,12.63488171465026,-1.8877549710983255,1009,380
1677963766620,10.330676675383055,-1.058711915028255,1018,383
1677963766653,11.46300861561733,-0.2652930139606361,1024,389
1677963766687,14.92261079966207,0.34127920744043466,1027,397
1677963766720,15.596355232850561,0.7823381592095555,1024,403
1677963766754,12.170438561784811,1.4005495448834493,1015,404
1677963766788,11.34949491569005,2.477579733924353,1004,399
1677963766821,13.974238956039882,-3.0695758993366615,999,391
1677963766855,15.59953429122107,-2.675852171321812,999,385
1677963766888,13.009892998522716,-2.1332786819342298,1006,381
1677963766922,11.056629295142404,-1.4745985482933375,1014,381
1677963766956,10.352520041270752,-0.5046560492138312,1022,387
1677963766989,14.202724067214387,0.14089583427242625,1027,394
1677963767023,15.859264453342591,0.6030343557205581,1026,401
1677963767056,13.439324482829269,1.1028401777408074,1019,404
1677963767090,10.26084129310928,2.0728749893964085,1008,401
1677963767123,13.090846553657702,2.9886393373634057,1000,394
1677963767157,14.809572294144383,-2.7968106629770126,999,387
1677963767191,14.102283351387365,-2.3528102914950946,1003,382
1677963767224,12.160928000259734,-1.730842912660314,1011,380
1677963767258,10.041704448434327,-0.922686323583034,1019,384
1677963767291,12.103821499690616,-0.08316958352432356,1025,391
1677963767325,15.286376084423818,0.40296322823403957,1027,398
1677963767359,15.656031116581545,0.8727913031816618,1023,404
1677963767392,11.034432166789498,1.6559071824256597,1012,403
1677963767426,12.024356096043968,2.7132492133032384,1002,397
1677963767459,14.081561478907414,-2.9986857638075834,999,390
1677963767493,14.953776865888194,-2.4953097826928556,1001,383
1677963767527,12.98138162912772,-1.9610166840683871,1008,380
1677963767560,10.463554174884953,-1.2738168861224413,1016,382
1677963767594,10.829940852253758,-0.3788531347178747,1023,388
1677963767627,14.618321803884932,0.27677240911505513,1027,396
1677963767661,15.664650739009806,0.6919349240123249,1025,402
1677963767695,12.663629364067651,1.2442647404820837,1017,404
1677963767728,11.266054433548444,2.3526499385978097,1005,400
1677963767762,13.973450391117057,3.0703624425055045,999,393
1677963767795,15.176773399482364,-2.7347583816947707,999,386
1677963767829,13.569574381345257,-2.1956596215636046,1005,381
1677963767863,11.005684187184928,-1.5651643462928988,1013,381
1677963767896,9.270261949069264,-0.7047261484676419,1020,386
1677963767930,13.099787146019912,0.07598963967330061,1026,393
1677963767963,16.17563770696387,0.5169492208976936,1027,400
1677963767997,14.452106297667198,0.9790136725230153,1021,404
1677963768031,10.417378683859374,1.8567059954545189,1010,402
1677963768064,13.540613904986678,2.842136419496684,1000,396
1677963768098,15.465718389702868,-2.8796133816922787,998,388
1677963768131,14.168253579637888,-2.4527918698576108,1002,383
1677963768165,11.390925493637722,-1.8316713424235633,1010,381
1677963768199,10.330676675383055,-1.058711915028255,1018,383
1677963768232,11.242310582703654,-0.17934940681905673,1024,390
1677963768266,14.92261079966207,0.34127920744043466,1027,397
1677963768299,15.596355232850561,0.7823381592095555,1024,403
1677963768333,11.045661009092054,1.4745027281833973,1014,403
1677963768367,11.605950507514324,2.598832476557479,1003,398
1677963768400,13.974238956039882,-3.0695758993366615,999,391
1677963768434,15.214481796264948,-2.587494094773629,1000,384
1677963768467,13.009892998522716,-2.1332786819342298,1006,381
1677963768501,10.215772072075781,-1.3675569008472035,1015,382
1677963768535,10.352520041270752,-0.5046560492138312,1022,387
1677963768568,14.202724067214387,0.14089583427242625,1027,394
